U169915536000133018911978     4650          JUAREZ DE OLIVEIRA ME                             
P2699155360001331605          LUVA SOLDAVEL RED. 50MM X 25MM                    UNI   ATT1700000000000436
P2699155360001331606          LUVA SOLDAVEL AZUL 75MM  INJETPLAS                UNI   ATF0000000000000650
P2699155360001331607          LUVA SOLDAVEL AZUL RED. 75MM X 32MM INJETPLAS     UNI   ATT1700000000000710
P2699155360001331608          LUVA SOLDAVEL RED 75MM X 35MM INJETPLAS           UNI   ATT1700000000000646
P2699155360001331609          LUVA SOLDÁVEL AZUL RED 75MM X 50MM INJETPLAS      UNI   ATT1700000000000600
P2699155360001331610          TEE SOLDÁVEL AZUL 50MM VÍQUA                      UNI   ATT1700000000000520
P2699155360001331611          TEE SOLDAVEL RED 50MM X 32MM INJETPLAS            UNI   ATF0000000000000580
P2699155360001331612          TEE SOLDAVEL RED 50MM X 32MM                      UNI   ATT1700000000000440
P2699155360001331613          TEE SOLDAVEL RED 50MM X 35MM                      UNI   ATT1700000000000699
P2699155360001331614          TEE SOLDAVEL C/ ROSCA 50MM X 3/4                  UNI   ATT1700000000000445
P2699155360001331615          TEE SOLDAVEL C/ ROSCA 50MM X 1"                   UNI   ATT1700000000000440
P2699155360001331616          TEE SOLDÁVEL AZUL C/ ROSCA 50MM X 1.1/2 INJETPLAS UNI   ATT1700000000000560
P2699155360001331617          TEE SOLDÁVEL AZUL 75MM VIQUA                      UNI   ATT1700000000001450
P2699155360001331618          TEE SOLDAVEL RED 75MM X 32MM INJETPLAS            UNI   ATF0000000000001430
P2699155360001331619          TEE SOLDAVEL RED 75MM X 35MM INJETPLAS            UNI   ATT1700000000001520
P2699155360001331620          TEE SOLDAVEL RED 75MM X 50MM INJETPLAS            UNI   ATF0000000000001330
P2699155360001331621          TEE SOLDÁVEL AZUL C/ ROSCA 75MM X 1.1/2  INJETPLASUNI   ATT1700000000001280
P2699155360001331622          TEE SOLDAVEL C/ ROSCA 75MM X 2.1/2 INJETPLAS      UNI   ATT1700000000001525
P2699155360001331623          CURVA DE NIVELAMENTO SOLD 50MM  INJETPLAS         UNI   ATT1700000000001720
P2699155360001331624          CURVA DE NIVELAMENTO SOLD 75MM  INJETPLAS         UNI   ATT1700000000003999
P2699155360001331625          TEE SOLDÁVEL AZUL RED 50MM X 25MM                 UNI   ATT1700000000000440
P2699155360001333994          CONJ.MOTOR BOMBA 25CV TRIF.C/ BASE  LUVA ELASTICA UNI   ATT1700000000789300
P2699155360001331627          TEE SOLD AZUL 32MM KRONA                          UNI   ATF0000000000000246
P2699155360001331629          TEE SOLDAVEL RED 35MM X 25MM INJETPLAS            UNI   ATT1700000000000295
P2699155360001334017          HIDRAULICO KING C10E10 10CV                       UNI   ATT1700000000078500
P2699155360001331631          TEE SOLDAVEL RED 35MM X 32MM INJETPLAS            UNI   ATT1700000000000260
P2699155360001331633          TEE SOLDÁVEL AZUL 35MM  INJEPLAS                  UNI   ATT1700000000000295
P2699155360001331634          TEE SOLDAVEL RED 75MM X 25MM INJETPLAS            UNI   ATT1700000000001381
P2699155360001331636          BUCHA SOLDAVEL RED 32MM X 25MM KRONA              UNI   ATT1700000000000080
P2699155360001331637          BUCHA SOLDAVEL RED 35MM X 32MM KRONA              UNI   ATT1700000000000110
P2699155360001331638          BUCHA SOLDAVEL RED 50MM X 32MM                    UNI   ATT1700000000000370
P2699155360001331639          BUCHA SOLDAVEL RED 50MM X 35MM                    UNI   ATT1700000000000190
P2699155360001331640          CAP SOLDAVEL AZUL 35MM INJETPLAS                  UNI   ATT1700000000000300
P2699155360001331642          LUVA SOLDAVEL AZUL 35MM INJETPLAS                 UNI   ATT1700000000000160
P2699155360001331643          TEE SOLDAVEL C/ ROSCA 32 X 3/4 INJETPLAS          UNI   ATT1700000000000363
P2699155360001331644          TEE SOLDAVEL C/ ROSCA 35 X 3/4 INJETPLAS          UNI   ATT1700000000000387
P2699155360001331645          ADAPTADOR AZUL FÊMEA ERR 2" X 1.1/2 INJETPLAS     UNI   ATT1700000000001050
P2699155360001331646          ADAPTADOR AZUL FEMEA ERR 2" INJETPLAS             UNI   ATT1700000000001000
P2699155360001331647          ADAPTADOR AZUL MACHO ERR  2" X 1.1/2 INJETPLAS    UNI   ATT1700000000000860
P2699155360001331648          ADAPTADOR AZUL MACHO ERR  2  INJETPLAS            UNI   ATT1700000000001000
P2699155360001331649          CAP AZUL FEMEA ERR 2" INJETPLAS                   UNI   ATT1700000000000900
P2699155360001331650          CAP AZUL MACHO ERR 2" INJETPLAS                   UNI   ATT1700000000000800
P2699155360001331651          CURVA AZUL ERR 90° 2" INJETPLAS                   UNI   ATT1700000000001670
P2699155360001331652          CURVA AZUL ERR 45° 2" INJETPLAS                   UNI   ATT1700000000001979
P2699155360001331653          DERIVAÇAO AZUL ROSCA GAS ERR 2" X 2" INJETPLAS    UNI   ATT1700000000002270
P2699155360001331654          DERIVAÇAO AZUL SAIDA  FEMEA ERR  2" X 2" INJETPLASUNI   ATT1700000000002815
P2699155360001331655          DERIVAÇAO AZUL SAIDA MACHO ERR  2" X 2" INJETPLAS UNI   ATT1700000000002800
P2699155360001331656          INVERSAO FEMEA ERR 2" X 2"  INJETPLAS             UNI   ATT1700000000001400
P2699155360001331657          INVERSAO MACHO ERR 2" X 2" INJETPLAS              UNI   ATT1700000000001250
P2699155360001331658          PONTA AZUL FEMEA ERR 2" INJETPLAS                 UNI   ATF0000000000000900
P2699155360001331659          PONTA AZUL MACHO ERR 2" INJETPLAS                 UNI   ATT1700000000000900
P2699155360001331660          CORREIA A-81                                      UNI   ATT1700000000001100
P2699155360001331661          SAIDA DE ASPESSOR AZUL  ERR 2" X 1" INJETPLAS     UNI   ATF0000000000001850
P2699155360001331662          SAIDA DE ASPESSOR AZUL ERR 2" X 1. 1/2" INJETPLAS UNI   ATF0000000000001950
P2699155360001331663          CRUZETA AZUL FEMEA 2" X 2"                        UNI   ATT1700000000004185
P2699155360001331664          CRUZETA AZUL  ROSCA GAS 2" X 1.1/2                UNI   ATT1700000000003295
P2699155360001331665          CRUZETA AZUL ROSCA GAS 2" X 2"                    UNI   ATT1700000000003295
P2699155360001331759          TUBO PVC BRANCO ROSCA 1.1/4                       UNI   ATT1700000000006500
P2699155360001331760          TUBO PVC BRANCO ROSCA 1.1/2                       UNI   ATT1700000000007500
P2699155360001331761          TUBO PVC BRANCO ROSCA 2                           UNI   ATT1700000000010500
P2699155360001331670          CURVA DE NIVELAMENTO 2"  INJETPLAS                UNI   ATT1700000000003242
P2699155360001331676          ADAPTADOR MACHO ERR 3 VÍQUA                       UNI   ATT1700000000002160
P2699155360001331678          CAP AZUL FEMEA ERR 3" INJETPLAS                   UNI   ATT1700000000001543
P2699155360001331680          CAP AZUL MACHO ERR 3" INJETPLAS                   UNI   ATT1700000000001180
P2699155360001334016          HIDRAULICO KING MCS120/4 3CV                      UNI   ATT1700000000098000
P2699155360001331681          CURVA AZUL ERR 90° 3" INJETPLAS                   UNI   ATT1700000000003800
P2699155360001331682          CURVA AZUL ERR  45  3"  INJETPLAS                 UNI   ATT1700000000003610
P2699155360001331683          DERIVAÇAO AZUL ROSCA GAS C/ RED 3" X 2"           UNI   ATT1700000000003716
P2699155360001331684          FUSIVEL WEG NH00 50A 500V                         CJ    ATT1700000000001015
P2699155360001331685          DERIVAÇAO AZUL ROSCA GAS 3" X 3"                  UNI   ATT1700000000004490
P2699155360001331686          DERIVAÇAO AZUL SAIDA FEMEA C/ RED 3" X 2"         UNI   ATT1700000000004007
P2699155360001331687          DERIVAÇAO AZUL SAIDA FEMEA 3" X 3"                UNI   ATT1700000000004804
P2699155360001331688          INVERSAO FEMEA 3" X 3"                            UNI   ATT1700000000002165
P2699155360001331689          INVERSAO MACHO 3" X 3"                            UNI   ATT1700000000002083
P2699155360001331690          FUSIVEL WEG NH00 80A 500V                         CJ    ATT1700000000001700
P2699155360001331691          PONTA AZUL FEMEA 3"                               UNI   ATF0000000000001250
P2699155360001331692          FUSIVEL WEG NH00 100A 500V                        CJ    ATT1700000000001600
P2699155360001331699          REDUÇAO FEMEA X MACHO 3" X 2" INJETPLAS           UNI   ATT1700000000002715
P2699155360001331700          FUSIVEL WEG NH1 125A 500V                         CJ    ATT1700000000002194
P2699155360001331701          FUSIVEL WEG NH1 160A 500V                         CJ    ATT1700000000003200
P2699155360001331702          REDUÇAO MACHO X FEMEA 3" X 2" INJETPLAS           UNI   ATT1700000000002715
P2699155360001331703          FUSIVEL WEG NH1 250A 500V                         CJ    ATT1700000000003700
P2699155360001331704          CRUZETA AZUL  FEMEA C/ RED 3" X 2"                UNI   ATT1700000000005854
P2699155360001331705          FUSIVEL WEG DII 4A 500V                           UNI   ATT1700000000000400
P2699155360001331706          CRUZETA AZUL ROSCA GAS RED 3" X 2"                UNI   ATT1700000000004775
P2699155360001331707          SAIDA DE ASPRESSOR AZUL 3" X 2.1/2"               UNI   ATT1700000000003652
P2699155360001331708          CURVA DE NIVELAMENTO 3 INJETPLAS                  UNI   ATT1700000000006161
P2699155360001331710          FUSIVEL WEG DII 6A 500V                           UNI   ATT1700000000000450
P2699155360001331711          BORRACHA DE VEDAÇÃO 3                             UNI   ATT1700000000000140
P2699155360001331712          EIXO DE SERRA Nº 04 - 1.1/4" MOTOMIL              UNI   ATT1700000000038000
P2699155360001331713          BORRACHA DE VEDAÇÃO 4                             UNI   ATT1700000000000250
P2699155360001331714          BORRACHA DE VEDAÇÃO 5                             UNI   ATT1700000000000440
P2699155360001331715          BORRACHA 2                                        UNI   ATT1700000000000200
P2699155360001331717          FUSIVEL WEG DII 16A 500V                          UNI   ATT1700000000000500
P2699155360001331718          MAQUINA DE SOLDA ESAB  300                        UNI   ATT1700000000330011
P2699155360001331719          FUSIVEL WEG DII 25A 500V                          UNI   ATT1700000000000600
P2699155360001331720          FUSIVEL WEG DIII 35A 500V                         UNI   ATT1700000000000800
P2699155360001331721          FUSIVEL WEG DIII 50A 500V                         UNI   ATT1700000000001000
P2699155360001331722          FUSIVEL WEG DIII 63A 500V                         UNI   ATT1700000000001000
P2699155360001331725          PUNHO SACA FUSIVEL WEG NH 500V                    UNI   ATT1700000000009500
P2699155360001331726          BASE P/ FUSIVEL WEG DII 2 A 25A 500V              UNI   ATF0000000000001500
P2699155360001331727          BASE P/ FUSIVEL WEG DIII 35 A 63A 500V            UNI   ATF0000000000002000
P2699155360001331730          ANEL DE PROTEÇAO WEG DII 2 A 25A 500V             UNI   ATT1700000000000200
P2699155360001331731          ANEL DE PROTEÇAO WEG DIII 35 A 63A 500V           UNI   ATT1700000000000300
P2699155360001334015          FORRAGEIRA GP1500 GARTHEN                         UNI   ATT0000000000078500
P2699155360001331738          SABRE S 40CM/16" 1,6MM/0.063" 3/8"                UNI   ATT1700000000022000
P2699155360001331739          SABRE D 50CM/20" 1,6MM/0.063"                     UNI   ATT1700000000024600
P2699155360001331740          SABRE R 40CM/16" 1,3MM/0.05" 3/8"P 30050004813    UNI   ATF0000000000015600
P2699155360001331741          REPICADOR P/ MAQUINA SERTANEJA C/6 GARRAS         CJ    ATT1700000000017999
P2699155360001331742          MAO DE OBRA                                       UNI   ATT1700000000003000
P2699155360001331745          MOTOR VOGES RURAL RBK 5CV 112M2 2P 220 / 440V     UNI   ATT1700000000215000
P2699155360001331747          TUBO PVC BRANCO ROSCA 1                           UNI   ATT1700000000004500
P2699155360001331748          ASPERSOR AGROPOLO NY 25 1                         UNI   ATF0000000000001600
P2699155360001331749          ROLAMENTO SNR 6301                                UNI   ATT1700000000001400
P2699155360001331750          TUBO ERR 2"                                       UNI   ATT1700000000002610
P2699155360001331751          TUBO SOLDAVEL PN40 50MM                           UNI   ATT1700000000001600
P2699155360001331752          TUBO SOLDAVEL PN40 75MM                           UNI   ATT1700000000002930
P2699155360001331753          TUBO SOLDAVEL PN 60 25MM                          UNI   ATT1700000000000800
P2699155360001331754          TUBO SOLDAVEL PN 60 32MM                          UNI   ATT1700000000001230
P2699155360001331758          TUBO SOLDAVEL PN 80 75MM                          UNI   ATT1700000000004820
P2699155360001331756          TUBO ERR 3 PN 80                                  UNI   ATT1700000000004900
P2699155360001331757          TUBO SOLDAVEL PN 80 50MM                          UNI   ATT1700000000002340
P2699155360001331843          SUBIDA PARA ASPERSSOR 1" X 1/2"MT                 UNI   ATT1700000000001000
P2699155360001331762          CHAVE ESTRELA TRIANGULO 30A 380V 10CV             UNI   ATT1700000000018500
P2699155360001331763          CHAVE ESTRELA TRIANGULO 40A 380V 15CV             UNI   ATT1700000000022000
P2699155360001331764          CHAVE LIGA/DESL/LIGA CS-502 25A 3CV 380V MARG.    UNI   ATF0000000000010500
P2699155360001331765          CHAVE LIGA/DESL CS-502AS 30A 5CV 220V  MARG.      UNI   ATF0000000000011200
P2699155360001331766          CHAVE LIGA/DESL/LIGA CS-503A 30A 5CV 220V MARG.   UNI   ATF0000000000011200
P2699155360001331767          CHAVE REVERSORA CR-503 25A 3CV 220V  MARGIRIUS    UNI   ATF0000000000010500
P2699155360001331768          PRESSOSTATO PSI 125-175                           UNI   ATF0000000000007500
P2699155360001331769          CHAVE  CS-301D  UNIPOLAR 6A  MARG. PRETA          UNI   ATF0000000000001300
P2699155360001331770          TEE SOLDAVEL TIGRE 50MM                           UNI   ATT1700000000000400
P2699155360001331771          JOELHO SOLDAVEL TIGRE 50MM                        UNI   ATT1700000000000400
P2699155360001331772          TEE SOLDAVEL TIGRE 25MM                           UNI   ATT1700000000000060
P2699155360001331773          JOELHO SOLDAVEL TIGRE  25MM                       UNI   ATT1700000000000060
P2699155360001331774          LUVA LR SOLDAVEL TIGRE 25MM                       UNI   ATT1700000000000060
P2699155360001331775          CORRENTE STIHL RAPID SUPER RS 1.6MM               UNI   ATT1700000000000220
P2699155360001331777          CHAVE CS-301B BIPOLAR 15A MARG.                   UNI   ATF0000000000002700
P2699155360001331778          CHAVE CS-205A                                     UNI   ATT1700000000002700
